iter	F1	Logloss
99	0.8510712405	0.5371176747
100	0.8510712405	0.5362532324
101	0.8510712405	0.5359855554
102	0.8510712405	0.5354570661
103	0.8510712405	0.5348634644
104	0.8510712405	0.5346103917
105	0.8510712405	0.5339048406
106	0.8510712405	0.5332022744
107	0.8510712405	0.5325904385
108	0.8510712405	0.5316631208
109	0.8510712405	0.5310128569
110	0.8510712405	0.5305663674
111	0.8510712405	0.5301032888
112	0.8510712405	0.5293089148
113	0.8510712405	0.528528276
114	0.8510712405	0.5276985727
115	0.8517720878	0.52711122
116	0.8517720878	0.5266603966
117	0.8517720878	0.5262198556
118	0.8517720878	0.5255901222
119	0.8517720878	0.5250149555
120	0.8517720878	0.5242737254
121	0.8517720878	0.5236348377
122	0.8517720878	0.5233224147
123	0.8517720878	0.5224021699
124	0.8517720878	0.5222419621
125	0.8517720878	0.521802253
126	0.8517720878	0.5205980927
127	0.8517720878	0.5200610073
128	0.8517720878	0.5198560715
129	0.8517720878	0.5190320929
130	0.8517720878	0.5184847744
131	0.8517720878	0.5183727012
132	0.8510712405	0.5171438761
133	0.8517720878	0.5164427921
134	0.8517720878	0.5158897642
135	0.8517720878	0.5150936153
136	0.8517720878	0.5147874994
137	0.8510712405	0.5144195808
138	0.8510712405	0.5135198742
139	0.8510712405	0.5131975526
140	0.8510712405	0.5129829539
141	0.8510712405	0.5125051429
142	0.8517720878	0.5120800526
143	0.8517720878	0.5114281676
144	0.8517720878	0.5111656656
145	0.8510712405	0.5109213138
146	0.8517720878	0.5101437397
147	0.8517720878	0.5093901896
148	0.8517720878	0.5088072
149	0.8517720878	0.5081816235
150	0.8517720878	0.5077262803
151	0.8517720878	0.5072339721
152	0.853177251	0.5066194686
153	0.8524740904	0.5061408136
154	0.853177251	0.505409466
155	0.853177251	0.5049452444
156	0.853177251	0.5047162568
157	0.853177251	0.5040623619
158	0.853177251	0.5034433322
159	0.853177251	0.502623046
160	0.853177251	0.5020263474
161	0.853177251	0.5018128357
162	0.853177251	0.5013396992
163	0.853177251	0.5006654342
164	0.853177251	0.5000011766
165	0.853177251	0.4994559032
166	0.853177251	0.4991524432
167	0.853177251	0.4987453222
168	0.853177251	0.4981101001
169	0.853177251	0.4976860499
170	0.853177251	0.4972488278
171	0.853177251	0.4969749158
172	0.853177251	0.4966645561
173	0.853177251	0.4964667213
174	0.853177251	0.4962458974
175	0.853177251	0.4958152302
176	0.853177251	0.4953058605
177	0.853177251	0.4948347703
178	0.853177251	0.4943882742
179	0.853177251	0.4937201024
180	0.853177251	0.4934689789
181	0.853177251	0.4930839275
182	0.853177251	0.4921609597
183	0.853177251	0.4916659827
184	0.853177251	0.4912366458
185	0.853177251	0.4907110891
186	0.853177251	0.4905069047
187	0.853177251	0.4901528797
188	0.853177251	0.4897800762
189	0.853177251	0.4889181394
190	0.853177251	0.4885925047
191	0.8545870579	0.4882856197
192	0.8545870579	0.4877214907
193	0.8545870579	0.4872600227
194	0.8545870579	0.4872388678
195	0.8545870579	0.4870907563
196	0.8545870579	0.4866477326
197	0.8545870579	0.4863713888
198	0.8545870579	0.4860520707
199	0.8545870579	0.4857232744
200	0.8545870579	0.4852703215
201	0.8545870579	0.4851186555
202	0.8545870579	0.4848604713
203	0.8545870579	0.4847657386
204	0.8545870579	0.4842291521
205	0.8545870579	0.4836126511
206	0.8545870579	0.4831239461
207	0.8545870579	0.4826812445
208	0.8545870579	0.4823689117
209	0.8545870579	0.4822368457
210	0.8545870579	0.4818548155
211	0.8545870579	0.4815309477
212	0.8545870579	0.4803961142
213	0.8545870579	0.4798314349
214	0.8545870579	0.4791212145
215	0.8545870579	0.4786445324
216	0.8545870579	0.4784472981
217	0.8545870579	0.4777614524
218	0.8545870579	0.4770825895
219	0.8545870579	0.4767492422
220	0.8545870579	0.4763677093
221	0.8545870579	0.476269369
222	0.8552937101	0.4761201674
223	0.8552937101	0.4756861954
224	0.8552937101	0.4753464848
225	0.8552937101	0.4747366993
226	0.8552937101	0.4744854059
227	0.8545870579	0.4742433733
228	0.8545870579	0.4733438448
229	0.8545870579	0.4727344553
230	0.8552937101	0.4720247122
231	0.8552937101	0.4719793698
232	0.8552937101	0.4713903252
233	0.8552937101	0.4712222815
234	0.8552937101	0.4708101106
235	0.8552937101	0.4704735445
236	0.8552937101	0.4701529989
237	0.8552937101	0.4697388629
238	0.8552937101	0.4691916718
239	0.8552937101	0.468649789
240	0.8552937101	0.4684524729
241	0.8567105261	0.4677351864
242	0.8567105261	0.4672447439
243	0.8567105261	0.4669023498
244	0.8567105261	0.466587646
245	0.8574206958	0.4657836349
246	0.8574206958	0.4656772367
247	0.8574206958	0.4656556817
248	0.8574206958	0.4652026813
249	0.8574206958	0.4646621933
250	0.8574206958	0.4645410709
251	0.8574206958	0.4643588747
252	0.8574206958	0.4639569719
253	0.8574206958	0.4638326978
254	0.8574206958	0.4636350707
255	0.8574206958	0.4630483722
256	0.8581320439	0.4625934439
257	0.8581320439	0.4619278167
258	0.8581320439	0.4612121693
259	0.8581320439	0.4608127254
260	0.8581320439	0.4605768866
261	0.8581320439	0.4600431076
262	0.8581320439	0.4595788785
263	0.8581320439	0.459269019
264	0.8581320439	0.4588007005
265	0.8581320439	0.4583280685
266	0.8581320439	0.4581273913
267	0.8581320439	0.4577637517
268	0.8581320439	0.4575675343
269	0.8581320439	0.4568981939
270	0.8588445733	0.4565836393
271	0.8588445733	0.4562840208
272	0.8588445733	0.4559880389
273	0.8588445733	0.4552837917
274	0.8588445733	0.4549370345
275	0.8588445733	0.454625437
276	0.8588445733	0.4540577977
277	0.8588445733	0.4537186938
278	0.8588445733	0.4532456149
279	0.8588445733	0.4525183815
280	0.8588445733	0.4522384564
281	0.8588445733	0.4517492971
282	0.8588445733	0.4514162499
283	0.8588445733	0.4511444447
284	0.8588445733	0.4508498882
285	0.8588445733	0.4503355521
286	0.8588445733	0.449974734
287	0.8588445733	0.4497926516
288	0.8588445733	0.4494790989
289	0.8588445733	0.4493601897
290	0.8588445733	0.4491553208
291	0.8588445733	0.4485266013
292	0.8588445733	0.4482441889
293	0.8588445733	0.447933915
294	0.8588445733	0.4476529303
295	0.8588445733	0.4470046478
296	0.8588445733	0.446508966
297	0.8588445733	0.446184963
298	0.8588445733	0.4457723943
299	0.8595582869	0.4454350245
300	0.8595582869	0.4452695847
301	0.8595582869	0.4446587226
302	0.8595582869	0.4442518024
303	0.8595582869	0.4442517791
304	0.8595582869	0.4439651646
305	0.8595582869	0.4437296287
306	0.8595582869	0.4432745957
307	0.8595582869	0.4427745951
308	0.8602731877	0.4424098202
309	0.8602731877	0.4421585655
310	0.8602731877	0.4415547612
311	0.8595582869	0.4410345654
312	0.8595582869	0.4408841797
313	0.8602731877	0.4408461999
314	0.8602731877	0.4404698029
315	0.8602731877	0.4402640518
316	0.8602731877	0.4400400969
317	0.8602731877	0.4397054543
318	0.8595582869	0.4394486565
319	0.8602731877	0.4391496003
320	0.8602731877	0.4388313788
321	0.8602731877	0.4384001249
322	0.8602731877	0.4382022138
323	0.8602731877	0.43779347
324	0.8602731877	0.4375121494
325	0.8602731877	0.437154499
326	0.8602731877	0.4365982152
327	0.8602731877	0.4363547754
328	0.8602731877	0.4360459232
329	0.8602731877	0.435647827
330	0.8602731877	0.4352549037
331	0.8602731877	0.434627054
332	0.8602731877	0.4345646748
333	0.8602731877	0.4342226203
334	0.8602731877	0.433872668
335	0.8609892787	0.4336304954
336	0.8609892787	0.4332776564
337	0.8609892787	0.4330333924
338	0.8609892787	0.4330333818
339	0.8609892787	0.4327905501
340	0.8609892787	0.4325558795
341	0.8617065629	0.4324219381
342	0.8617065629	0.432275757
343	0.8624250431	0.4318233928
344	0.8624250431	0.4314090122
345	0.8624250431	0.4312570811
346	0.8624250431	0.4309350766
347	0.8624250431	0.4307046891
348	0.8624250431	0.430107552
349	0.8624250431	0.4297398955
350	0.8624250431	0.4294850605
351	0.8624250431	0.4287484837
352	0.8624250431	0.4283635311
353	0.8624250431	0.4283520559
354	0.8631447225	0.4280684033
355	0.8631447225	0.4274302686
356	0.8631447225	0.4269327561
357	0.8631447225	0.4267318521
358	0.8631447225	0.4266470296
359	0.8645876907	0.4263304791
360	0.8645876907	0.4261201962
361	0.8645876907	0.4258433565
362	0.863865604	0.4256472363
363	0.8645876907	0.4255678759
364	0.8645876907	0.4250799536
365	0.8645876907	0.4248591565
366	0.8645876907	0.4243271234
367	0.8653109855	0.4240709872
368	0.8653109855	0.4240339856
369	0.8653109855	0.4236523745
370	0.8645876907	0.4232965905
371	0.8645876907	0.4230053484
372	0.8645876907	0.4224879082
373	0.8645876907	0.4219321884
374	0.8645876907	0.4217827685
375	0.8645876907	0.4213720514
376	0.8645876907	0.4209577735
377	0.8653109855	0.420728188
378	0.8653109855	0.420491851
379	0.8653109855	0.420308596
380	0.8660354915	0.4201095463
381	0.8660354915	0.4197846381
382	0.8660354915	0.4193284836
383	0.8660354915	0.4192459629
384	0.8660354915	0.4191228284
385	0.8660354915	0.418539961
386	0.8660354915	0.4180949432
387	0.8660354915	0.4178327886
388	0.8660354915	0.4175165193
389	0.8660354915	0.4172506421
390	0.8660354915	0.4170901504
391	0.8660354915	0.4168280801
392	0.8660354915	0.4163311011
393	0.8660354915	0.4159330152
394	0.8660354915	0.4157013505
395	0.8660354915	0.4154919109
396	0.8660354915	0.4152132896
397	0.8667612117	0.4150133241
398	0.8660354915	0.4147684184
399	0.8667612117	0.4144986815
400	0.8667612117	0.414359312
401	0.8667612117	0.413932592
402	0.8667612117	0.4135020885
403	0.8667612117	0.4132094925
404	0.8667612117	0.4128912807
405	0.8667612117	0.4127156135
406	0.8667612117	0.412424707
407	0.8674881493	0.4123321689
408	0.8682163072	0.4119779757
409	0.8682163072	0.4118438453
410	0.8682163072	0.4111601198
411	0.8682163072	0.4109944529
412	0.8689456885	0.4107737349
413	0.8689456885	0.4104733856
414	0.8689456885	0.4101537786
415	0.8689456885	0.4097690833
416	0.8689456885	0.4096862839
417	0.8689456885	0.4095576456
418	0.8689456885	0.4092876822
419	0.8689456885	0.4091088513
420	0.8689456885	0.4088753449
421	0.8689456885	0.4086892641
422	0.8696762964	0.4084097694
423	0.8704081339	0.4081531973
424	0.8704081339	0.4078072765
425	0.8696762964	0.4076136376
426	0.8696762964	0.4071130166
427	0.8704081339	0.4068650572
428	0.8711412041	0.4064114052
429	0.8711412041	0.4061748884
430	0.8711412041	0.4059877062
431	0.8711412041	0.4057799796
432	0.8711412041	0.4051198573
433	0.8711412041	0.4049687144
434	0.8718755102	0.4046555864
435	0.8718755102	0.4042958804
436	0.8718755102	0.4040491541
437	0.8718755102	0.4037765975
438	0.8718755102	0.4034692957
439	0.8718755102	0.4033022444
440	0.8726110552	0.403091573
441	0.8726110552	0.4028794849
442	0.8726110552	0.4025917373
443	0.8718755102	0.4021208602
444	0.8718755102	0.4017876031
445	0.8726110552	0.4016627208
446	0.8726110552	0.4012311699
447	0.8740858748	0.4010664313
448	0.8740858748	0.4007504461
449	0.8748251556	0.4004847307
450	0.8748251556	0.3999856356
451	0.8748251556	0.3995141827
452	0.8748251556	0.3994394011
453	0.875565688	0.399208416
454	0.875565688	0.3990870813
455	0.875565688	0.3987033084
456	0.875565688	0.3985118368
457	0.875565688	0.3979340737
458	0.875565688	0.3974871673
459	0.875565688	0.3971248087
460	0.875565688	0.3966800838
461	0.875565688	0.3965455424
462	0.875565688	0.3959988041
463	0.875565688	0.3957618183
464	0.875565688	0.3956543012
465	0.875565688	0.3954311488
466	0.875565688	0.3950668718
467	0.875565688	0.3949683419
468	0.8763074752	0.3947057263
469	0.8763074752	0.3945166903
470	0.8763074752	0.3944102507
471	0.8763074752	0.3940802691
472	0.8770505204	0.393836551
473	0.8770505204	0.3935172886
474	0.8770505204	0.3931853145
475	0.8770505204	0.3927852268
476	0.8770505204	0.3925672509
477	0.8770505204	0.3923774768
478	0.8777948267	0.3920563509
479	0.8777948267	0.3918010062
480	0.8777948267	0.391592731
481	0.8777948267	0.391364994
482	0.8777948267	0.3908383624
483	0.8777948267	0.3905622628
484	0.8777948267	0.390199225
485	0.8777948267	0.3900661195
486	0.8785403974	0.3898021355
487	0.8785403974	0.3894292331
488	0.8785403974	0.3892137722
489	0.8785403974	0.3887531534
490	0.8785403974	0.38817845
491	0.8785403974	0.3877066322
492	0.8785403974	0.387277424
493	0.8785403974	0.3869742742
494	0.8785403974	0.3868086271
495	0.8785403974	0.3866674917
496	0.8785403974	0.3862861231
497	0.8785403974	0.3860618743
498	0.8785403974	0.3858335372
499	0.8785403974	0.3853802639
500	0.8785403974	0.3851781783
501	0.8792872357	0.3850101383
502	0.8792872357	0.384818258
503	0.8792872357	0.3845532238
504	0.8792872357	0.3844994565
505	0.8792872357	0.3842365525
506	0.8807847281	0.3838614054
507	0.8807847281	0.3836502756
508	0.8815353887	0.3832671315
509	0.8815353887	0.3832661014
510	0.8815353887	0.383029052
511	0.8822873299	0.3828443122
512	0.8815353887	0.3824977202
513	0.8815353887	0.3822562294
514	0.8822873299	0.3817800685
515	0.8815353887	0.3815511329
516	0.8822873299	0.3815107652
517	0.883040555	0.381096874
518	0.883040555	0.3808564326
519	0.883040555	0.3807208057
520	0.883040555	0.3804392733
521	0.883040555	0.3804382575
522	0.883040555	0.3802325672
523	0.883040555	0.3801721271
524	0.8837950672	0.3798226575
525	0.8837950672	0.3796888156
526	0.8837950672	0.3796055322
527	0.8837950672	0.3795265447
528	0.8837950672	0.3792726726
529	0.8837950672	0.3789851272
530	0.8853079665	0.3784060041
531	0.8853079665	0.3782458352
532	0.8853079665	0.3776812153
533	0.8853079665	0.3774779604
534	0.8853079665	0.3773944563
535	0.8860663602	0.3772420782
536	0.8860663602	0.3770896667
537	0.8860663602	0.376853669
538	0.8860663602	0.3764661922
539	0.8860663602	0.3761548661
540	0.8868260544	0.3758517306
541	0.8868260544	0.375713945
542	0.8860663602	0.3754134478
543	0.8860663602	0.3752357029
544	0.8875870523	0.375004824
545	0.8875870523	0.3748434296
546	0.8875870523	0.374647331
547	0.8875870523	0.374292055
548	0.8868260544	0.3739686024
549	0.8875870523	0.3738603848
550	0.8875870523	0.3736449596
551	0.8875870523	0.3733975774
552	0.8875870523	0.3732353433
553	0.8875870523	0.3729580796
554	0.8883493574	0.3729033089
555	0.8883493574	0.3727728227
556	0.8883493574	0.3726333735
557	0.8883493574	0.372631478
558	0.8891129731	0.3722597468
559	0.8891129731	0.3721037384
560	0.8891129731	0.3718868511
561	0.8891129731	0.3715724636
562	0.8898779026	0.3714297085
563	0.8898779026	0.3710462703
564	0.8891129731	0.3707963826
565	0.8891129731	0.3704293651
566	0.8898779026	0.3702952007
567	0.8906441495	0.370016345
568	0.8898779026	0.3697691854
569	0.8898779026	0.3696030078
570	0.8898779026	0.369374794
571	0.8898779026	0.3691572635
572	0.8898779026	0.3688450314
573	0.8898779026	0.3685696242
574	0.8898779026	0.3685687864
575	0.8898779026	0.3681760187
576	0.8906441495	0.3680424536
577	0.8906441495	0.3679834435
578	0.8914117171	0.3674521896
579	0.8914117171	0.3672660877
580	0.8906441495	0.3668961666
581	0.8914117171	0.3668071171
582	0.8914117171	0.3665319806
583	0.8914117171	0.3663803955
584	0.8914117171	0.3660066584
585	0.8914117171	0.3656533089
586	0.8914117171	0.3653531476
587	0.8921806089	0.3652713363
588	0.8914117171	0.3648619
589	0.8914117171	0.3647095788
590	0.8921806089	0.3644967981
591	0.8914117171	0.3644407058
592	0.8914117171	0.3641323988
593	0.8914117171	0.3639730933
594	0.8914117171	0.3636589003
595	0.8914117171	0.3632419304
596	0.8914117171	0.3630170765
597	0.8914117171	0.3624234828
598	0.8914117171	0.3621800178
599	0.8914117171	0.3620549693
600	0.8914117171	0.3617728181
601	0.8914117171	0.3614731038
602	0.8914117171	0.3613235087
603	0.8914117171	0.3610874826
604	0.8914117171	0.3610496605
605	0.8914117171	0.3608688414
606	0.8914117171	0.3606607339
607	0.8914117171	0.3602895388
608	0.8914117171	0.3599147902
609	0.8914117171	0.3597749715
610	0.8914117171	0.3597038467
611	0.8914117171	0.3595633338
612	0.8914117171	0.3592701546
613	0.8921806089	0.3590792959
614	0.8929508282	0.3585883407
615	0.8937223785	0.3582238604
616	0.8937223785	0.3579167647
617	0.8937223785	0.3576608249
618	0.8937223785	0.357392485
619	0.8937223785	0.3572742697
620	0.8937223785	0.3570203627
621	0.8937223785	0.3566381089
622	0.8937223785	0.3560546808
623	0.8937223785	0.3556853005
624	0.8937223785	0.3553554054
625	0.8937223785	0.355145229
626	0.8937223785	0.3549767475
627	0.8937223785	0.3547609747
628	0.8937223785	0.3546168745
629	0.8937223785	0.3544754804
630	0.8937223785	0.3542947549
631	0.8937223785	0.3542846565
632	0.8937223785	0.3540654271
633	0.8937223785	0.3538596729
634	0.8944952633	0.3537025029
635	0.8944952633	0.3535230805
636	0.8944952633	0.353138543
637	0.895269486	0.3527703066
638	0.895269486	0.3527232859
639	0.8944952633	0.3524159249
640	0.8960450502	0.3520689293
641	0.8960450502	0.3516290968
642	0.8960450502	0.3511430348
643	0.8960450502	0.3509823911
644	0.8968219592	0.3507816494
645	0.8976002166	0.3505587671
646	0.8976002166	0.350557814
647	0.8976002166	0.3502688687
648	0.8976002166	0.3500407978
649	0.8991607907	0.3495367443
650	0.8991607907	0.3494249261
651	0.8991607907	0.3491427672
652	0.8991607907	0.3491237045
653	0.8999431144	0.3488529472
654	0.8999431144	0.3486267363
655	0.8999431144	0.3484580224
656	0.8999431144	0.3482004238
657	0.8999431144	0.3480478156
658	0.8999431144	0.3479184274
659	0.8999431144	0.3474935057
660	0.8999431144	0.3470024019
661	0.8999431144	0.3468428624
662	0.8999431144	0.3464182566
663	0.8999431144	0.3461759984
664	0.8999431144	0.3456826337
665	0.8999431144	0.3455662178
666	0.8999431144	0.3455096944
667	0.8999431144	0.3450732119
668	0.8999431144	0.3446262279
669	0.8999431144	0.3441774111
670	0.8999431144	0.3440086521
671	0.8999431144	0.3436398712
672	0.8999431144	0.343241247
673	0.8999431144	0.3430104303
674	0.8999431144	0.342787344
675	0.8995987825	0.3424355902
676	0.8995987825	0.3421642187
677	0.8995987825	0.3419700193
678	0.8999431144	0.3417159533
679	0.8999431144	0.341500997
680	0.9007268006	0.341224486
681	0.9007268006	0.3410025443
682	0.901511853	0.3406817032
683	0.9030860702	0.3402257504
684	0.902298275	0.3398194845
685	0.9030860702	0.3393817643
686	0.9038752423	0.339156098
687	0.9038752423	0.3389586106
688	0.9038752423	0.3385745218
689	0.9038752423	0.3383307724
690	0.9046657948	0.3379495475
691	0.9054577315	0.3377098887
692	0.9038752423	0.3373641741
693	0.9046657948	0.3370668267
694	0.9046657948	0.3370231623
695	0.9046657948	0.3368820956
696	0.9046657948	0.3366357735
697	0.9054577315	0.3363804807
698	0.9046657948	0.3362135475
699	0.9046657948	0.3361410965
700	0.9046657948	0.3359530182
701	0.9046657948	0.3356832133
702	0.9046657948	0.3355463001
703	0.9043211414	0.335238565
704	0.9043211414	0.3349919803
705	0.9043211414	0.3348592436
706	0.9051130257	0.3346204453
707	0.9043211414	0.334492622
708	0.9043211414	0.334150253
709	0.9051130257	0.3339148744
710	0.9051130257	0.3336925155
711	0.905906298	0.3334340427
712	0.9055613227	0.3331495184
713	0.9063559348	0.3326204734
714	0.9063559348	0.3323430728
715	0.9063559348	0.3321434752
716	0.9074970214	0.3319952483
717	0.9074970214	0.3316840308
718	0.9074970214	0.3315646541
719	0.9074970214	0.3313651076
720	0.9082944799	0.3310553534
721	0.9082944799	0.3308770876
722	0.9090933412	0.330580235
723	0.9090933412	0.330297045
724	0.9090933412	0.3302058664
725	0.9098936089	0.3299154928
726	0.9098936089	0.3297104772
727	0.9102386217	0.3293256998
728	0.9110403495	0.3290119434
729	0.9106952867	0.3284487002
730	0.9106952867	0.3281940696
731	0.9126480495	0.3280048386
732	0.912763389	0.3275625308
733	0.9131088189	0.3271878111
734	0.9131088189	0.3268466513
735	0.9131088189	0.3264926193
736	0.9131088189	0.326402122
737	0.9139161749	0.3260816212
738	0.9135706964	0.3258088056
739	0.9139161749	0.3255892073
740	0.9139161749	0.3254009407
741	0.9147249599	0.3250665369
742	0.9147249599	0.3248949758
743	0.9147249599	0.3247274765
744	0.9147249599	0.3243757344
745	0.9155351777	0.3241543147
746	0.9155351777	0.323947601
747	0.9155351777	0.3236400473
748	0.9155351777	0.3234678842
749	0.9155351777	0.3233407573
750	0.9155351777	0.3230747095
751	0.916346832	0.3227751216
752	0.916346832	0.3224147598
753	0.916346832	0.3221864018
754	0.916346832	0.3220318454
755	0.916346832	0.321698419
756	0.9171599268	0.3214770672
757	0.9187904528	0.3211400217
758	0.9179744657	0.3209532836
759	0.9196078918	0.3207813119
760	0.9187904528	0.3203062688
761	0.9187904528	0.3199919453
762	0.9204267867	0.3197758947
763	0.9204267867	0.3192426379
764	0.920080932	0.3188809805
765	0.920080932	0.3186838967
766	0.920080932	0.318348666
767	0.920080932	0.3181473089
768	0.920080932	0.3178478713
769	0.9217230145	0.3174702743
770	0.9217230145	0.3171084235
771	0.9217230145	0.3170253606
772	0.9225462557	0.3166400733
773	0.9233709688	0.3163062482
774	0.9225462557	0.315940056
775	0.9233709688	0.3155067553
776	0.9237170024	0.3151949273
777	0.9237170024	0.3150621245
778	0.9237170024	0.3150518108
779	0.9237170024	0.3147154793
780	0.9245432351	0.3141741401
781	0.9253709472	0.3138097291
782	0.9262001426	0.3134868115
783	0.9262001426	0.3133692147
784	0.9262001426	0.3129400615
785	0.9270308254	0.3127284475
786	0.9270308254	0.3123196535
787	0.9278629996	0.311982769
788	0.9286966691	0.311733386
789	0.9278629996	0.3114952219
790	0.9312066906	0.3111432484
791	0.9295318381	0.3109817782
792	0.9295318381	0.3109463775
793	0.9295318381	0.3106877725
794	0.9303685106	0.3104297963
795	0.9320463822	0.3100774075
796	0.9320463822	0.3096674856
797	0.9328875895	0.3093279193
798	0.9328875895	0.3091706933
799	0.9328875895	0.308975978
800	0.9328875895	0.3087595466
801	0.9337303166	0.3084385998
802	0.9345745677	0.308174863
803	0.9337303166	0.3079551999
804	0.933383785	0.3077913826
805	0.9342279973	0.3075252432
806	0.9359210115	0.3073223107
807	0.9359210115	0.3069746065
808	0.9359210115	0.3067240397
809	0.9359210115	0.3065087262
810	0.9359210115	0.3061675097
811	0.9359210115	0.3059050629
812	0.9359210115	0.3054693076
813	0.9359210115	0.3051171544
814	0.9359210115	0.3048577282
815	0.9359210115	0.3043944643
816	0.9367698217	0.3041270661
817	0.9367698217	0.3038166279
818	0.9367698217	0.3035948171
819	0.9367698217	0.303315157
820	0.9367698217	0.3031707314
821	0.9367698217	0.3028408124
822	0.9367698217	0.3026506581
823	0.9364229112	0.302335746
824	0.9372732252	0.3020946055
825	0.9372732252	0.301779114
826	0.9372732252	0.3016057009
827	0.9364229112	0.301340011
828	0.9372732252	0.3010214123
829	0.9372732252	0.300660716
830	0.9372732252	0.3004921124
831	0.9372732252	0.3000756345
832	0.9369260507	0.2997526777
833	0.9377778732	0.2995165813
834	0.9377778732	0.299163262
835	0.9377778732	0.2989327991
836	0.9377778732	0.2987370774
837	0.9377778732	0.2985107558
838	0.9377778732	0.2982630114
839	0.938631246	0.2980501736
840	0.9377778732	0.2978187605
841	0.9377778732	0.2975486316
842	0.938631246	0.2972878246
843	0.938631246	0.2969926848
844	0.938631246	0.2966626828
845	0.938631246	0.2963197805
846	0.938631246	0.2960950248
847	0.938631246	0.2959087521
848	0.938631246	0.295718233
849	0.938631246	0.2955616668
850	0.938631246	0.2953029021
851	0.938631246	0.294899899
852	0.938631246	0.2944524388
853	0.938631246	0.2941568905
854	0.938631246	0.293867905
855	0.938631246	0.2936198591
856	0.938631246	0.2931309362
857	0.938631246	0.2924833095
858	0.938631246	0.2922985826
859	0.938631246	0.2920908615
860	0.938631246	0.2918179691
861	0.938631246	0.2916387938
862	0.938631246	0.2914462015
863	0.938631246	0.2911814976
864	0.938631246	0.290856513
865	0.9394861734	0.2905179382
866	0.9394861734	0.290331086
867	0.9394861734	0.2901059324
868	0.9394861734	0.2899392863
869	0.9394861734	0.2895027532
870	0.9394861734	0.2892197001
871	0.9394861734	0.2889013844
872	0.9394861734	0.2885774556
873	0.9394861734	0.2883384172
874	0.9403426596	0.2880799271
875	0.9412007088	0.2877194363
876	0.9412007088	0.2874092936
877	0.9412007088	0.2870288297
878	0.9412007088	0.2866523462
879	0.9412007088	0.2862382678
880	0.9420603253	0.2860143901
881	0.9420603253	0.2857838694
882	0.9420603253	0.2855436215
883	0.9429215136	0.2852549574
884	0.9429215136	0.2850044631
