iter	F1	Logloss
885	0.9437842777	0.2846186373
886	0.9437842777	0.2842760336
887	0.9437842777	0.2839096446
888	0.9437842777	0.2835736159
889	0.9437842777	0.2830889957
890	0.9437842777	0.2828735351
891	0.9437842777	0.2824389589
892	0.9437842777	0.2818756731
893	0.9437842777	0.2816137579
894	0.9437842777	0.2812094121
895	0.9437842777	0.2809177891
896	0.9437842777	0.2806161502
897	0.9437842777	0.2803589368
898	0.9437842777	0.2800966929
899	0.9437842777	0.2797938621
900	0.9437842777	0.2794594138
901	0.9437842777	0.2791577558
902	0.9437842777	0.2788202483
903	0.9437842777	0.2783617011
904	0.9437842777	0.2780128276
905	0.9437842777	0.2778423908
906	0.9437842777	0.2776223442
907	0.9446486222	0.2772902814
908	0.9446486222	0.2770702786
909	0.9446486222	0.2767749072
910	0.9446486222	0.2764204036
911	0.9446486222	0.2762503387
912	0.9446486222	0.2760093216
913	0.9446486222	0.2758383856
914	0.9472511808	0.2755860024
915	0.94812189	0.2754606833
916	0.94812189	0.2751434686
917	0.94812189	0.2748096965
918	0.94812189	0.2746671633
919	0.9477740384	0.2741918674
920	0.94812189	0.2740071716
921	0.94812189	0.273598954
922	0.9477740384	0.2733964201
923	0.9474259566	0.2731056736
924	0.9477740384	0.2727176561
925	0.9477740384	0.2726556227
926	0.9477740384	0.2724369603
927	0.9465553114	0.2722066224
928	0.9474259566	0.2719019613
929	0.948298205	0.2717395641
930	0.948298205	0.2715092562
931	0.9474259566	0.2712185831
932	0.948298205	0.2709434363
933	0.948298205	0.2706603824
934	0.9491720609	0.2703710928
935	0.9491720609	0.2701643489
936	0.9491720609	0.2696934361
937	0.9491720609	0.2693714019
938	0.9491720609	0.2690936851
939	0.9491720609	0.2687118673
940	0.9491720609	0.268353528
941	0.9498681194	0.2679407274
942	0.9507436485	0.2677889178
943	0.9524995576	0.2675443732
944	0.951620793	0.2673678509
945	0.9524995576	0.2669664901
946	0.9524995576	0.2668411972
947	0.9521515537	0.2665131804
948	0.9518033185	0.2661900532
949	0.9530319137	0.2658542027
950	0.9521515537	0.2656505513
951	0.9539139032	0.2654770683
952	0.9539139032	0.2652336522
953	0.9539139032	0.2648782617
954	0.9539139032	0.2647252732
955	0.9539139032	0.2643782959
956	0.9547975266	0.2642285737
957	0.9565696938	0.2640632369
958	0.9556827886	0.2639662024
959	0.9556827886	0.2638403835
960	0.9565696938	0.2634714475
961	0.9574582465	0.2632650349
962	0.9574582465	0.2629920173
963	0.9574582465	0.2626470102
964	0.9565696938	0.2625060204
965	0.9574582465	0.2622144139
966	0.9565696938	0.2619600009
967	0.9574582465	0.2615373797
968	0.9574582465	0.261294771
969	0.9583484516	0.2609748517
970	0.9583484516	0.2607313226
971	0.9592403136	0.2602749177
972	0.9592403136	0.2599913303
973	0.9601338371	0.259652137
974	0.9610290268	0.2594399219
975	0.9610290268	0.2592723773
976	0.9610290268	0.2590025538
977	0.9610290268	0.2586552029
978	0.9601338371	0.2583798489
979	0.9601338371	0.2582469888
980	0.9601338371	0.2580810019
981	0.9601338371	0.2578899448
982	0.9597853565	0.2577764672
983	0.9610290268	0.2574748443
984	0.9606805215	0.2572206531
985	0.9615773577	0.2570229424
986	0.9615773577	0.2568667376
987	0.96247587	0.256650414
988	0.96247587	0.2564730674
989	0.9615773577	0.2562218242
990	0.9615773577	0.2559189519
991	0.9615773577	0.2557520544
992	0.96247587	0.2555012716
993	0.96247587	0.2552169072
994	0.96247587	0.2549943249
995	0.96247587	0.2547388536
996	0.96247587	0.2545731688
997	0.96247587	0.2544931271
998	0.9633760631	0.2543117185
999	0.9633760631	0.2539971476
